bus,status,pg_mw,qg_mvar,pmin_mw,pmax_mw,qmin_mvar,qmax_mvar,q_limit_utilization
58411,1,2.33,-0.28,0.68,2.33,-0.28,1.09,1
58412,1,2.33,-0.28,1.11,2.33,-0.28,1.09,1
58413,1,2.33,-0.28,0.97,2.33,-0.28,1.09,1
58416,1,2,-0.24,0.88,2,-0.24,0.93,1
58417,1,2,0.93,0.34,2,-0.24,0.93,1
58417,1,2,0.93,0.35,2,-0.24,0.93,1
58417,1,2,0.93,0.94,2,-0.24,0.93,1
58422,1,76.99,34.2708442467078,28.15,77,-8.55,39.19,0.874479312240566
58423,1,76.99,28.8165537000143,24.51,77,-8.55,39.19,0.735303743302227
58426,0,0,0,6.3,23,-2.81,10.72,NaN
58426,0,0,0,10.71,23,-2.81,10.72,NaN
58430,1,80.99,37.75,8.85,81,-9.88,37.75,1
58431,1,80.99,37.75,20.69,81,-9.88,37.75,1
58432,1,80.99,37.75,19.03,81,-9.88,37.75,1
58433,1,80.99,37.75,22.9,81,-9.88,37.75,1
58434,1,80.99,37.75,30.48,81,-9.88,37.75,1
58435,1,80.99,37.75,39.31,81,-9.88,37.75,1
58439,1,246.97,37.5386944027024,32.06,247,-30.13,115.1,0.326139829736772
58440,0,0,0,89.86,247,-30.13,115.1,NaN
58445,1,21.5,0.175506203341841,2.28,21.5,-2.39,10.94,0.0160426145650677
58445,1,21.5,0.175506203341841,4.46,21.5,-2.39,10.94,0.0160426145650677
58449,1,19,8.85,5.88,19,-2.32,8.85,1
58449,1,19,8.85,3.07,19,-2.32,8.85,1
58458,1,160.98,67.6173735177852,22.99,161,-17.87,81.95,0.825105229015073
58459,1,160.98,81.0964119748969,38.53,161,-17.87,81.95,0.989584038741878
58464,0,0,0,3.72,26.9,-1.32,10.33,NaN
58464,0,0,0,5.4,26.9,-1.32,10.33,NaN
58465,1,26.9,-1.32,7.77,26.9,-1.32,10.33,1
58466,0,0,0,5.43,26.9,-1.32,10.33,NaN
58466,1,26.9,10.33,6.05,26.9,-1.32,10.33,1
58467,1,26.9,-1.32,5.8,26.9,-1.32,10.33,1
58468,0,0,0,0.66,1.5,-0.07,0.58,NaN
58468,1,1.5,0.58,0.65,1.5,-0.07,0.58,1
58472,1,6.3,-0.7,1.21,6.3,-0.7,3.21,1
58472,1,6.3,-0.7,0.88,6.3,-0.7,3.21,1
58479,1,49.99,19.2,18.98,50,-2.45,19.2,1
58480,1,49.99,19.2,16.31,50,-2.45,19.2,1
58481,1,49.99,19.2,19.31,50,-2.45,19.2,1
58482,1,49.99,19.2,8.85,50,-2.45,19.2,1
58487,1,188.49,51.7144150777989,86.98,594.3,-72.5,276.94,0.186735087303383
58495,0,0,0,58.39,146,-21.02,31.1,NaN
58499,0,0,0,0.8,5,-0.61,2.33,NaN
58506,1,2.18,-0.27,0.31,2.18,-0.27,1.02,1
58506,1,2.18,-0.27,0.68,2.18,-0.27,1.02,1
58507,1,2.18,0.133166358065736,0.53,2.18,-0.27,1.02,0.130555253005623
58508,1,2.18,0.0594891931276518,0.82,2.18,-0.27,1.02,0.0583227383604429
58508,1,2.18,0.0594891931276518,0.57,2.18,-0.27,1.02,0.0583227383604429
58509,1,2.18,-0.27,0.73,2.18,-0.27,1.02,1
58513,0,0,0,0.46,1.8,-0.22,0.84,NaN
58513,0,0,0,0.6,1.8,-0.22,0.84,NaN
58514,0,0,0,0.29,1.8,-0.22,0.84,NaN
58515,0,0,0,0.74,1.8,-0.22,0.84,NaN
58522,1,2.7,-0.33,0.43,2.7,-0.33,1.26,1
58523,1,2.7,-0.33,0.9,2.7,-0.33,1.26,1
58525,1,2.7,-0.33,0.84,2.7,-0.33,1.26,1
58525,1,2.7,-0.33,0.27,2.7,-0.33,1.26,1
58526,1,2.7,-0.33,0.69,2.7,-0.33,1.26,1
58529,0,0,0,2.27,11.25,-1.37,5.24,NaN
58530,0,0,0,2.99,11.25,-1.37,5.24,NaN
58538,1,50.59,5.10894787149666,17.79,50.6,-6.17,23.58,0.216664455958298
58539,1,50.59,4.71515477937651,21,50.6,-6.17,23.58,0.199964155189844
58540,1,50.59,3.57423748487552,6.52,50.6,-6.17,23.58,0.151579197831871
58541,1,50.59,6.98789489862814,7.96,50.6,-6.17,23.58,0.29634838416574
58542,1,50.59,3.70809248140281,12.57,50.6,-6.17,23.58,0.157255830424207
58545,1,56.69,-8.16,7.75,56.7,-8.16,12.08,1
58548,1,15.2,-1.69,5.31,15.2,-1.69,7.74,1
58549,1,4,-0.44,0.52,4,-0.44,2.04,1
58554,1,39.99,-3.00434222315409,18.62,40,-4.44,20.36,0.676653653863535
58560,1,18,9.16,5.18,18,-2,9.16,1
58560,1,18,9.16,8.66,18,-2,9.16,1
58564,1,39.99,-4.44,10.7,40,-4.44,20.36,1
58564,1,39.99,-4.44,15.75,40,-4.44,20.36,1
58571,1,149.98,31.95,45.67,150,-21.6,31.95,1
58575,0,0,0,1.2,3.72,-0.41,1.89,NaN
58575,1,3.72,-0.41,1.76,3.72,-0.41,1.89,1
58575,1,3.72,-0.41,0.44,3.72,-0.41,1.89,1
58575,0,0,0,1.21,3.72,-0.41,1.89,NaN
58575,1,3.72,-0.41,1.18,3.72,-0.41,1.89,1
58583,1,187.97,38.9122936939918,72.74,188,-22.94,87.61,0.444153563451567
58584,1,187.97,30.9732660380529,93.44,188,-22.94,87.61,0.353535738363804
58585,1,187.97,50.0772693215958,84.21,188,-22.94,87.61,0.571593075237938
59707,1,197.24,174.349910756996,197.14,720,-87.84,335.52,0.51964088804541
59713,1,248.63,-16.8704833499312,76.27,248.67,-27.6,126.57,0.611249396736636
59714,1,248.63,-17.2623857877489,121.52,248.67,-27.6,126.57,0.625448760425686
59715,1,248.63,-16.7800385224889,97.97,248.67,-27.6,126.57,0.607972410235105
59721,0,0,0,241.78,609,-74.3,283.79,NaN
59725,1,0.3,0.14,0.1,0.3,-0.04,0.14,1
59726,1,1.44,0.67,0.22,1.44,-0.18,0.67,1
59728,0,0,0,0.43,1.6,-0.2,0.75,NaN
59728,0,0,0,0.72,1.6,-0.2,0.75,NaN
59729,0,0,0,0.53,1.6,-0.2,0.75,NaN
59729,1,1.44,0.67,0.68,1.44,-0.18,0.67,1
59730,1,1.44,0.67,0.69,1.44,-0.18,0.67,1
59731,1,1.44,0.67,0.51,1.44,-0.18,0.67,1
59731,1,1.44,0.67,0.22,1.44,-0.18,0.67,1
59735,1,6.4,3.26,0.95,6.4,-0.71,3.26,1
59735,0,0,0,2.31,6.4,-0.71,3.26,NaN
59736,1,6.4,3.26,1.88,6.4,-0.71,3.26,1
59739,1,20,10.18,4.93,20,-2.22,10.18,1
59742,0,0,0,11.09,40.2,-1.97,15.44,NaN
59742,1,40.19,15.44,11.1,40.2,-1.97,15.44,1
59748,0,0,0,1.49,10.8,-0.53,4.15,NaN
59749,1,10.8,-0.53,1.39,10.8,-0.53,4.15,1
59750,0,0,0,4.56,10.8,-0.53,4.15,NaN
59754,1,39.99,15.36,8.57,40,-1.96,15.36,1
59757,1,99.9,-11.09,27.44,99.92,-11.09,50.86,1
59757,1,99.9,-11.09,24.81,99.92,-11.09,50.86,1
59757,1,99.9,-11.09,16.29,99.92,-11.09,50.86,1
59757,1,99.9,-11.09,35.83,99.92,-11.09,50.86,1
59757,1,99.9,-11.09,29.96,99.92,-11.09,50.86,1
59757,1,99.9,-11.09,42.95,99.92,-11.09,50.86,1
59764,1,135.98,44.1422597129826,32.9,136,-15.1,69.22,0.637709617350225
59772,0,0,0,398.93,900,-109.8,419.4,NaN
59773,1,116.78,244.826409444393,116.64,900,-109.8,419.4,0.583753956710523
59779,1,922.37,134.315098437398,380.25,922.5,-75.64,339.48,0.395649518196647
59780,1,922.37,132.517166839609,137.66,922.5,-75.64,339.48,0.390353384115733
59784,0,0,0,8.89,40.2,-1.97,15.44,NaN
59784,1,40.19,-1.97,18.18,40.2,-1.97,15.44,1
59787,1,40.19,-1.97,9.32,40.2,-1.97,15.44,1
59788,1,40.19,-1.97,19.72,40.2,-1.97,15.44,1
59792,1,19.5,9.93,7.53,19.5,-2.16,9.93,1
59792,0,0,0,9.37,19.5,-2.16,9.93,NaN
59794,1,8.5,-0.42,2.57,8.5,-0.42,3.26,1
59794,1,8.5,-0.42,1.77,8.5,-0.42,3.26,1
59794,0,0,0,2.98,8.5,-0.42,3.26,NaN
59796,1,3.5,1.34,1.21,3.5,-0.17,1.34,1
59796,1,47.99,18.43,9.95,48,-2.35,18.43,1
59797,1,4.3,0.52906340864674,0.85,4.3,-0.21,1.65,0.320644490088933
59797,1,4.3,0.52906340864674,1.16,4.3,-0.21,1.65,0.320644490088933
59797,1,47.99,5.90684818907487,13.29,48,-2.35,18.43,0.320501800817953
59803,1,117.98,60.06,18.48,118,-13.1,60.06,1
59804,1,117.98,32.6508695447263,41.25,118,-13.1,60.06,0.543637521557215
59813,1,188.48,260.03,188.4,558,-68.08,260.03,1
59819,1,404.61,-37.261825802582,50.72,404.67,-44.92,205.98,0.829515267199065
59820,1,404.61,-37.4357146961227,184.58,404.67,-44.92,205.98,0.833386346752509
59821,1,362.54,-37.6055243830581,193.88,404.67,-44.92,205.98,0.837166615829433
59822,1,404.61,-37.2199145144454,76.05,404.67,-44.92,205.98,0.828582246537076
59823,1,404.61,-37.3537045169734,114.84,404.67,-44.92,205.98,0.831560652648561
59824,1,404.61,-37.6115476185072,100.87,404.67,-44.92,205.98,0.837300703884844
59825,0,0,0,1.12,3.5,-0.39,1.78,NaN
59835,1,226.34,115.22,57.67,226.37,-25.13,115.22,1
59836,1,226.34,115.22,36.96,226.37,-25.13,115.22,1
59837,1,226.34,111.215824632087,75.6,226.37,-25.13,115.22,0.965247566673211
59843,1,55.99,17.9809280678153,19.96,56,-2.74,21.5,0.836322235712341
59844,1,55.99,15.7218955116582,21.44,56,-2.74,21.5,0.731250954030615
59847,1,37.49,14.4,16.73,37.5,-1.84,14.4,1
59848,1,37.49,-1.84,10.45,37.5,-1.84,14.4,1
59853,1,1.3,0.5,0.57,1.3,-0.06,0.5,1
59853,1,10.8,4.15,1.99,10.8,-0.53,4.15,1
59853,0,0,0,3.02,10.8,-0.53,4.15,NaN
59853,1,10.8,4.15,3.46,10.8,-0.53,4.15,1
59857,1,433.3,122.357366731481,254.37,552.5,-61.33,281.22,0.435094825159949
59863,1,56.66,-2.78,23.93,56.67,-2.78,21.76,1
59864,0,0,0,23.87,56.67,-2.78,21.76,NaN
59865,1,56.66,-2.78,14.08,56.67,-2.78,21.76,1
59866,0,0,0,15.55,56.67,-2.78,21.76,NaN
59867,0,0,0,21.51,56.67,-2.78,21.76,NaN
59868,0,0,0,18.48,56.67,-2.78,21.76,NaN
59871,1,92.49,47.08,19.91,92.5,-10.27,47.08,1
59871,1,92.49,47.08,12.62,92.5,-10.27,47.08,1
59876,1,22.7,8.72,9.88,22.7,-1.11,8.72,1
59876,0,0,0,3.59,22.7,-1.11,8.72,NaN
59879,0,0,0,1.38,3.4,-0.38,1.73,NaN
59879,0,0,0,0.45,3.4,-0.38,1.73,NaN
59880,0,0,0,0.77,3.4,-0.38,1.73,NaN
59881,0,0,0,1.22,3.4,-0.38,1.73,NaN
59885,1,28,4.31117919053071,7.54,28,-1.37,10.75,0.401039924700531
59885,1,28,4.31117919053071,4.96,28,-1.37,10.75,0.401039924700531
59886,1,3,1.15,0.44,3,-0.15,1.15,1
59886,1,3,1.15,0.83,3,-0.15,1.15,1
59887,1,3,1.15,0.89,3,-0.15,1.15,1
59890,1,28,-1.37,4.23,28,-1.37,10.75,1
59894,1,22,4.23965069877648,7.33,22,-2.44,11.2,0.378540240962186
59894,1,22,4.23965069877648,6.61,22,-2.44,11.2,0.378540240962186
59895,1,22,11.2,3.4,22,-2.44,11.2,1
59902,1,119.98,32.0729167513013,40.93,120,-13.32,61.08,0.525096868881816
59908,1,238.23,-26.45,97.74,238.27,-26.45,121.28,1
59909,1,238.23,-26.45,99.59,238.27,-26.45,121.28,1
59910,1,238.23,-26.45,107.46,238.27,-26.45,121.28,1
59913,0,0,0,15.86,34.2,-1.68,13.13,NaN
59914,0,0,0,11.67,34.2,-1.68,13.13,NaN
59914,0,0,0,12.49,34.2,-1.68,13.13,NaN
59918,1,44.85,22.83,15.76,44.86,-4.98,22.83,1
59920,0,0,0,9.89,44.86,-4.98,22.83,NaN
59921,1,44.85,22.83,5.11,44.86,-4.98,22.83,1
59923,1,44.85,22.83,18.15,44.86,-4.98,22.83,1
59924,1,44.85,22.83,13.37,44.86,-4.98,22.83,1
59929,0,0,0,76.98,154.8,-17.18,78.79,NaN
59934,1,179.31,191.513551596053,179.17,900,-109.8,419.4,0.456636985207567
59935,1,194.18,189.208125699975,194.04,900,-109.8,419.4,0.45114002312822
59938,1,20,-0.98,2.22,20,-0.98,7.68,1
59939,0,0,0,8.53,20,-0.98,7.68,NaN
59940,0,0,0,7.31,20,-0.98,7.68,NaN
59942,1,20,-0.98,7.35,20,-0.98,7.68,1
59943,0,0,0,9.06,20,-0.98,7.68,NaN
60897,1,75.42,-8.37,21.84,75.43,-8.37,38.4,1
60897,1,75.42,-8.37,37.7,75.43,-8.37,38.4,1
60897,1,75.42,-8.37,29.85,75.43,-8.37,38.4,1
60900,1,80.89,14.8271965901851,17.51,80.9,-8.98,41.18,0.360058197916102
60901,1,80.89,13.9926581503639,15.07,80.9,-8.98,41.18,0.339792572859735
60902,1,80.89,10.4659052259711,20.58,80.9,-8.98,41.18,0.254150199756462
60903,1,80.89,14.4784374649503,31.49,80.9,-8.98,41.18,0.351589059372276
60907,1,113.58,49.0444154148271,52.94,113.6,-12.61,57.82,0.848225794099396
60908,1,113.58,49.7771313518116,37.87,113.6,-12.61,57.82,0.860898155513863
60913,1,229.3,10.1706960915208,45.67,229.33,-25.46,116.73,0.0871300958752748
60914,1,229.3,10.1595162657406,65.59,229.33,-25.46,116.73,0.0870343207893482
60915,1,229.3,5.9118386192637,83.81,229.33,-25.46,116.73,0.050645409228679
60916,1,229.3,10.2864915402731,35.18,229.33,-25.46,116.73,0.0881220897821738
60917,1,229.3,10.0546837744582,53.2,229.33,-25.46,116.73,0.0861362441056983
60918,1,229.3,6.17848856068559,85.55,229.33,-25.46,116.73,0.0529297400898277
60922,1,186.17,51.9179371677047,91.22,186.2,-20.67,94.78,0.547773129011444
60925,1,207.97,30.9536636278132,56.59,208,-23.09,105.87,0.292374266816031
60926,1,207.97,34.3864463027533,30.35,208,-23.09,105.87,0.324798774938635
60927,1,207.97,31.8986246743339,34.3,208,-23.09,105.87,0.301299940250628
60931,1,10,1.28739667674658,1.84,10,-1.11,5.09,0.252926655549425
60935,1,377.45,85.1334265446047,158,377.5,-41.9,192.15,0.443057124874341
60936,1,377.45,85.1162330372108,183.81,377.5,-41.9,192.15,0.442967645262611
60940,1,113.62,17.5569416369489,54.05,113.63,-12.61,57.84,0.303543250984593
60941,1,113.62,17.6875661759629,48.21,113.63,-12.61,57.84,0.305801628215126
60942,1,113.62,16.4821178941543,41.59,113.63,-12.61,57.84,0.284960544504743
60946,1,4,1.38224867702847,1.31,4,-0.44,2.04,0.677572880896311
60947,0,0,0,1.89,4,-0.44,2.04,NaN
60949,0,0,0,1.58,4,-0.44,2.04,NaN
60953,1,216.47,79.5972118774167,47.78,216.5,-24.03,110.2,0.722297748433909
60954,1,216.47,79.1773514648147,107.7,216.5,-24.03,110.2,0.718487762838609
60955,1,216.47,79.3936245490517,67.65,216.5,-24.03,110.2,0.720450313512266
60962,1,416.81,33.2090393773907,175.62,416.87,-46.27,212.19,0.156506147214245
60963,1,416.81,33.5565579050763,153.95,416.87,-46.27,212.19,0.158143917739178
60964,1,416.81,33.5003956977307,160.96,416.87,-46.27,212.19,0.15787923887898
60968,0,0,0,1.1,4.67,-0.52,2.38,NaN
60968,0,0,0,0.7,4.67,-0.52,2.38,NaN
60969,0,0,0,1.34,4.67,-0.52,2.38,NaN
60969,0,0,0,0.15,0.7,-0.08,0.36,NaN
60970,0,0,0,0.32,0.7,-0.08,0.36,NaN
60970,0,0,0,0.13,0.7,-0.08,0.36,NaN
60971,0,0,0,0.17,0.7,-0.08,0.36,NaN
60976,1,185.07,141.476693041345,72.69,634.3,-77.38,295.58,0.478640953519674
60977,0,0,0,164.06,634.3,-77.38,295.58,NaN
60978,0,0,0,132.26,634.3,-77.38,295.58,NaN
60982,1,421.94,34.7904014856419,187.11,422,-46.84,214.8,0.161966487363323
60983,1,421.94,34.8520882339251,152.34,422,-46.84,214.8,0.162253669617901
60987,1,40.99,19.11,16.02,41,-5,19.11,1
60990,1,19.6,9.98,2.73,19.6,-2.18,9.98,1
60993,1,12,6.11,5.97,12,-1.33,6.11,1
60994,1,12,6.11,2.32,12,-1.33,6.11,1
60999,1,150.63,-5.39588647072756,22.26,150.65,-16.72,76.68,0.322720482699017
61000,1,150.63,-5.69769564706987,33.99,150.65,-16.72,76.68,0.340771270757767
61001,1,150.63,-5.35098430920371,62.81,150.65,-16.72,76.68,0.32003494672271
61002,1,150.63,-4.49009614346515,36.78,150.65,-16.72,76.68,0.268546420063705
61003,1,150.63,-4.64985049659701,74.2,150.65,-16.72,76.68,0.278101106255802
61004,1,150.63,-5.48547002776178,39.93,150.65,-16.72,76.68,0.32807835094269
61009,1,69.99,14.7889630440617,33.84,70,-7.77,35.63,0.415070531688513
61010,1,69.99,10.5774949675841,19.04,70,-7.77,35.63,0.296870473409602
61015,1,26.3,13.2624587948631,5.05,26.3,-2.92,13.39,0.990474891326593
61015,1,26.3,13.2624587948631,3.66,26.3,-2.92,13.39,0.990474891326593
61016,1,26.3,13.39,11.21,26.3,-2.92,13.39,1
61019,1,84.32,-9.36,41.85,84.33,-9.36,42.93,1
61019,1,84.32,-9.36,41.5,84.33,-9.36,42.93,1
61019,1,84.32,-9.36,14.24,84.33,-9.36,42.93,1
61029,1,132.78,5.58618619831684,43.32,132.8,-14.74,67.6,0.0826358905076455
61030,1,132.78,5.50708995945663,17.76,132.8,-14.74,67.6,0.0814658278026129
61031,0,0,0,0.71,1.57,-0.17,0.8,NaN
61032,0,0,0,0.32,1.57,-0.17,0.8,NaN
61033,0,0,0,0.76,1.57,-0.17,0.8,NaN
61033,0,0,0,0.25,1.57,-0.17,0.8,NaN
61034,0,0,0,0.55,1.57,-0.17,0.8,NaN
61034,0,0,0,0.49,1.57,-0.17,0.8,NaN
61037,1,39.99,-4.44,15.74,40,-4.44,20.36,1
61037,1,39.99,-4.44,17.27,40,-4.44,20.36,1
61044,1,703.7,-82.0333724130469,231.44,703.8,-85.86,327.97,0.955431777463858
61046,0,0,0,0.64,4.7,-0.52,2.39,NaN
61046,0,0,0,2.07,4.7,-0.52,2.39,NaN
61046,0,0,0,1.35,4.7,-0.52,2.39,NaN
61047,0,0,0,0.57,4.7,-0.52,2.39,NaN
61048,0,0,0,1.92,4.7,-0.52,2.39,NaN
61052,0,0,0,0.89,2.5,-0.28,1.27,NaN
61052,1,14.3,7.28,6.48,14.3,-1.59,7.28,1
61056,1,1035.76,14.9170111297838,309.65,1035.9,-84.94,381.21,0.0391306920851599
61060,0,0,0,6.1,22,-2.44,11.2,NaN
61061,1,22,0.600829357858168,7.68,22,-2.44,11.2,0.0536454783801935
61065,0,0,0,0.89,3.8,-0.42,1.93,NaN
61065,0,0,0,1.72,3.8,-0.42,1.93,NaN
61065,1,38.39,19.55,12.03,38.4,-4.26,19.55,1
61065,1,38.39,19.55,7.43,38.4,-4.26,19.55,1
61068,1,124.98,63.63,36.88,125,-13.88,63.63,1
61072,1,101.99,16.5039222032104,10.47,102,-11.32,51.92,0.317872153374622
61073,1,101.99,24.1038081064062,24.48,102,-11.32,51.92,0.464249000508593
61074,1,101.99,21.54117731831,20.46,102,-11.32,51.92,0.414891704898112
61079,1,567.16,212.571719637899,222.18,653.33,-72.52,332.55,0.639217319614791
61080,1,471.58,212.182952720695,198.81,653.33,-72.52,332.55,0.638048271600345
61081,1,389.48,212.660091389552,323.45,653.33,-72.52,332.55,0.639483059358147
61086,1,189.97,96.71,29.23,190,-21.09,96.71,1
61087,1,189.97,95.1411339548537,94.45,190,-21.09,96.71,0.983777623356982
61088,1,189.97,94.3860282178904,91.58,190,-21.09,96.71,0.975969684809124
61091,0,0,0,15.71,32,-1.57,12.29,NaN
61092,0,0,0,8.29,32,-1.57,12.29,NaN
61092,1,32,3.27424178296906,13.13,32,-1.57,12.29,0.266415116596343
61092,0,0,0,12.42,32,-1.57,12.29,NaN
61092,0,0,0,3.39,32,-1.57,12.29,NaN
61092,1,32,3.27424178296906,5.66,32,-1.57,12.29,0.266415116596343
61097,1,29.15,3.87002670330482,13.09,29.15,-3.24,14.84,0.260783470573101
61098,1,29.15,-3.24,13.13,29.15,-3.24,14.84,1
61105,1,179.38,89.9148805786569,75.57,179.4,-19.91,91.31,0.984721066462128
61106,1,179.38,87.4061959277121,43.57,179.4,-19.91,91.31,0.957246697269873
61113,0,0,0,290.82,614.6,-74.98,286.4,NaN
61116,1,38.39,-4.26,18.2,38.4,-4.26,19.55,1
61118,1,20.7,9.41043979391157,4.57,20.7,-2.3,10.54,0.892831099991611
61121,1,372.03,139.193779853676,77.94,445.5,-49.45,226.76,0.613837448640307
61125,1,50.39,25.65,13.44,50.4,-5.59,25.65,1
61126,1,50.39,25.65,13.18,50.4,-5.59,25.65,1
61130,1,445.44,-49.45,76.78,445.5,-49.45,226.76,1
61131,1,445.44,-49.45,134.98,445.5,-49.45,226.76,1
61138,1,223.52,-24.81,59.09,223.55,-24.81,113.79,1
61139,1,223.52,-15.1148754278644,75.04,223.55,-24.81,113.79,0.609225128088046
61140,1,223.52,-19.4291234100128,41.49,223.55,-24.81,113.79,0.783116622733284
61141,1,223.52,-23.3789317859033,93.11,223.55,-24.81,113.79,0.942318895038425
61146,1,50.39,25.65,10,50.4,-5.59,25.65,1
61147,1,50.39,25.65,11.89,50.4,-5.59,25.65,1
61150,1,83.89,-9.31,37.63,83.9,-9.31,42.71,1
61154,0,0,0,309.74,720.7,-87.93,335.85,NaN
61159,0,0,0,204.66,558,-68.08,260.03,NaN
61163,1,12.5,6.36,3.77,12.5,-1.39,6.36,1
61164,1,12.5,3.11324681990901,2.53,12.5,-1.39,6.36,0.489504216966826
61167,0,0,0,37.17,98.25,-10.91,50.01,NaN
61167,1,98.24,19.2218259624176,18.72,98.25,-10.91,50.01,0.384359647318888
61167,1,98.24,19.2218259624176,39.78,98.25,-10.91,50.01,0.384359647318888
61167,1,98.24,19.2218259624176,21.13,98.25,-10.91,50.01,0.384359647318888
61167,1,98.24,19.2218259624176,47.49,98.25,-10.91,50.01,0.384359647318888
61167,1,98.24,19.2218259624176,26.81,98.25,-10.91,50.01,0.384359647318888
61173,1,1199.63,274.956501798402,413.22,1199.8,-98.38,441.53,0.622735718520603
61178,1,186.67,28.6751062859344,51.15,186.7,-20.72,95.03,0.301747935240813
61179,1,186.67,38.9298639778489,21.45,186.7,-20.72,95.03,0.409658675974417
61182,1,2.08,-0.25,0.39,2.08,-0.25,0.97,1
61182,1,2.08,-0.25,0.95,2.08,-0.25,0.97,1
61182,1,2.08,-0.25,0.49,2.08,-0.25,0.97,1
61182,1,2.08,-0.25,0.5,2.08,-0.25,0.97,1
61182,1,2.08,-0.25,0.31,2.08,-0.25,0.97,1
61184,1,25,12.73,3.05,25,-2.78,12.73,1
61186,1,8.4,4.28,2.23,8.4,-0.93,4.28,1
61186,1,8.4,4.28,1.34,8.4,-0.93,4.28,1
61188,0,0,0,1.19,3,-0.33,1.53,NaN
61188,0,0,0,0.62,3,-0.33,1.53,NaN
61188,0,0,0,0.82,3,-0.33,1.53,NaN
61188,0,0,0,0.86,6,-0.67,3.05,NaN
61188,1,19,9.67,9.36,19,-2.11,9.67,1
61190,1,59.99,27.96,19.22,60,-7.32,27.96,1
61194,1,212.6,55.6980833101074,89.73,212.63,-23.6,108.23,0.514627028643697
61195,1,212.6,55.7684223359467,38.3,212.63,-23.6,108.23,0.515276931866827
61196,1,212.6,55.3341949075016,27.56,212.63,-23.6,108.23,0.511264851774015
61199,1,34.75,5.30843097130017,5.03,34.75,-3.86,17.69,0.300080891537602
61199,1,34.75,5.30843097130017,12.25,34.75,-3.86,17.69,0.300080891537602
61199,1,34.75,5.30843097130017,4.54,34.75,-3.86,17.69,0.300080891537602
61199,1,34.75,5.30843097130017,12.74,34.75,-3.86,17.69,0.300080891537602
61199,1,34.75,5.30843097130017,13.72,34.75,-3.86,17.69,0.300080891537602
61199,1,34.75,5.30843097130017,12.74,34.75,-3.86,17.69,0.300080891537602
61202,0,0,0,1.35,7.5,-0.83,3.82,NaN
61202,1,22.5,9.48568949326215,11.04,22.5,-2.5,11.45,0.828444497228135
61202,1,22.5,9.48568949326215,8.81,22.5,-2.5,11.45,0.828444497228135
61209,1,435.54,-2.893700921977,72.29,435.6,-48.35,221.72,0.0598490366489556
61210,1,435.54,-2.72868966050459,136.47,435.6,-48.35,221.72,0.056436187394097
61211,1,435.54,-3.0451580981441,62.98,435.6,-48.35,221.72,0.0629815532191126
61212,1,435.54,-3.01626680631047,192.31,435.6,-48.35,221.72,0.0623840084035258
61213,1,435.54,-2.88100803393345,140.8,435.6,-48.35,221.72,0.0595865156966588
61216,0,0,0,1.37,7.2,-0.8,3.66,NaN
61216,1,38.44,19.57,11.41,38.45,-4.27,19.57,1
61216,1,38.44,19.57,8.21,38.45,-4.27,19.57,1
61218,0,0,0,0.26,2.23,-0.25,1.14,NaN
61219,0,0,0,0.96,2.23,-0.25,1.14,NaN
61219,0,0,0,0.38,2.23,-0.25,1.14,NaN
61219,1,18.17,9.25,8.26,18.17,-2.02,9.25,1
61219,1,18.17,9.25,5.94,18.17,-2.02,9.25,1
61219,1,18.17,9.25,6.59,18.17,-2.02,9.25,1
61219,1,18.17,9.25,6.52,18.17,-2.02,9.25,1
61225,1,113.58,-7.04082453888819,56.42,113.6,-13.86,52.94,0.507995998476781
61226,1,113.58,-4.85686178716229,29.66,113.6,-13.86,52.94,0.350422928366688
61227,1,4.1,-0.101037314679741,2.03,4.1,-0.5,1.91,0.202074629359482
61227,1,4.1,-0.101037314679741,1.59,4.1,-0.5,1.91,0.202074629359482
61232,1,103.99,29.4236996684229,44.99,104,-11.54,52.94,0.555793344700092
61233,1,103.99,24.3735293117281,20.22,104,-11.54,52.94,0.460399118090821
61234,1,103.99,23.9123369130796,24.33,104,-11.54,52.94,0.451687512525115
61235,1,103.99,36.3970330569147,48.84,104,-11.54,52.94,0.687514791403754
61238,1,14.86,-1.65,4.74,14.87,-1.65,7.57,1
61238,1,14.86,-1.65,6.58,14.87,-1.65,7.57,1
61238,1,14.86,-1.65,7.08,14.87,-1.65,7.57,1
61242,1,184.53,-2.17830903042269,87.6,184.56,-20.49,93.94,0.106310836038199
61243,1,184.53,11.9929062158719,60.28,184.56,-20.49,93.94,0.127665597358654
61244,1,184.53,13.5408521572419,20.14,184.56,-20.49,93.94,0.14414362526338
61245,1,184.53,15.5383669554842,87.45,184.56,-20.49,93.94,0.16540735528512
61246,1,184.53,14.8939048910389,68.83,184.56,-20.49,93.94,0.158546996923982
61505,0,0,0,5,14.8,-1.64,7.53,NaN
61508,1,5,2.55,1.13,5,-0.55,2.55,1
61508,0,0,0,2.13,5,-0.55,2.55,NaN
61509,0,0,0,2.08,5,-0.55,2.55,NaN
61509,0,0,0,2.3,5,-0.55,2.55,NaN
61513,1,37.99,-4.22,13.12,38,-4.22,19.34,1
61516,1,84.99,-9.44,21.12,85,-9.44,43.26,1
61516,1,84.99,-9.44,32.26,85,-9.44,43.26,1
61522,0,0,0,0.14,0.5,-0.02,0.19,NaN
61522,0,0,0,1.93,4,-0.2,1.54,NaN
61522,1,4,1.54,1.75,4,-0.2,1.54,1
