bus,type,base_kv,pd_mw,qd_mvar,vm_original_pu,va_original_deg,vm_solved_pu,va_solved_deg,delta_vm_pu,delta_va_deg
48486,1,13.8,0,0,1.0032854,-89.324009,1.00194317535529,-89.7215682413991,-0.00134222464471456,0.0186714908459038
48487,1,13.8,0,0,1.004692,-89.853185,1.00333540116506,-90.2521448396077,-0.00135659883494044,0.0172708926372991
48488,1,500,0,0,1.0418743,-90.425505,1.04043376282568,-90.8257590931228,-0.00144053717432269,0.0159766391222149
48489,1,500,0,0,1.0411667,-90.635587,1.03974175050345,-91.0366809858102,-0.00142494949655059,0.0151367464348766
48490,1,100,0,0,0.9977873,-96.162333,0.991869475092357,-96.557445879995,-0.00591782490764348,0.0211178522500433
48491,1,100,0,0,0.9977041,-96.167594,0.991785702225198,-96.5627719562443,-0.00591839777480208,0.0210527760007722
48492,1,100,0,0,1.032694,-81.225699,1.02520956094371,-81.5504948954356,-0.00748443905628826,0.0914348368094409
48493,1,100,0,0,1.0326198,-81.230551,1.0251969830124,-81.556240452621,-0.00742281698760006,0.0905412796240199
48494,1,100,0,0,1.0150993,-102.029576,1.01336609146401,-102.467051800059,-0.0017332085359878,-0.0212450678144194
48495,1,100,0,0,1.0150878,-102.030335,1.01335459521468,-102.467813512595,-0.00173320478532024,-0.021247780349654
48496,1,100,0,0,1.0300017,-78.41963,1.02845007576122,-78.8009921913794,-0.00155162423878408,0.0348685408656451
48497,1,13.8,0,0,1.0238947,-78.381474,1.02235393403424,-78.7626010842727,-0.00154076596575736,0.0351036479723348
48498,1,13.8,0,0,1.0243943,-78.315442,1.02285568341361,-78.6961627500925,-0.00153861658639443,0.0355099821525471
48499,2,18,0,0,1.0300017,-78.41963,1.02845007576122,-78.8009921913794,-0.00155162423878408,0.0348685408656451
48500,1,13.8,0,0,1.0241448,-78.348767,1.02260511851965,-78.7296930199009,-0.00153968148034767,0.0353047123440859
48501,1,100,0,0,1.029972,-78.421805,1.02842023631704,-78.8031797616695,-0.00155176368296406,0.0348559705755207
48502,1,100,0,0,1.0300017,-78.41963,1.02845007576122,-78.8009921913794,-0.00155162423878408,0.0348685408656451
48503,1,100,0,0,1.0314628,-89.698552,1.03105669982909,-90.1085259209148,-0.000406100170913248,0.00625681133023193
48504,1,22,0,0,1.0515821,-89.646542,1.05075462274517,-90.0555577154823,-0.000827477254827569,0.00721501676277114
48505,2,20,0,0,1.0314628,-89.698552,1.03105669982909,-90.1085259209148,-0.000406100170913248,0.00625681133023193
48506,1,100,0,0,1.0314539,-89.699333,1.03105429896237,-90.1093807128834,-0.000399601037625485,0.00618301936168564
48507,1,100,0,0,1.0314628,-89.698552,1.03105669982909,-90.1085259209148,-0.000406100170913248,0.00625681133023193
48508,1,100,0,0,1.0462897,-76.08556,1.045076197934,-76.4660505854304,-0.00121350206600046,0.0357401468146747
48509,1,18,0,0,1.027983,-75.981422,1.02678434176516,-76.3616383988018,-0.00119865823484266,0.0360143334432621
48510,1,13.8,0,0,1.0277195,-76.009948,1.02652285678288,-76.3902399790701,-0.00119664321712243,0.0359387531749746
48511,1,100,0,0,1.04627,-76.086845,1.04505653542453,-76.4673392812917,-0.00121346457546867,0.0357364509533511
48512,1,100,0,0,1.0462897,-76.08556,1.045076197934,-76.4660505854304,-0.00121350206600046,0.0357401468146747
48513,1,500,0,0,1.0420001,-88.758847,1.03995931537518,-89.1507524758467,-0.00204078462481805,0.024325256398356
48514,1,230,0,0,1.0419973,-88.13138,1.04008518410381,-88.5224367336093,-0.00191211589619256,0.0251739986357364
48515,1,13.8,0,0,1.0420433,-87.815239,1.04019582409369,-88.2059491796586,-0.00184747590630807,0.0255205525864852
48516,1,1,0,0,1.0420433,-87.815239,1.04019582409369,-88.2059491796586,-0.00184747590630807,0.0255205525864852
48517,1,18,0,0,1.0394674,-86.959371,1.0362750129034,-87.341281650698,-0.00319238709660241,0.0343200815470368
48518,1,13.8,0,0,1.0391665,-87.322003,1.03711911681567,-87.7083223152153,-0.00204738318432574,0.0299114170297514
48519,1,13.8,0,0,1.0400366,-87.262179,1.03703921631639,-87.6459547420692,-0.00299738368360725,0.0324549901758644
48520,1,500,0,0,1.0410595,-89.134267,1.0391477431529,-89.5293543030452,-0.00191175684709988,0.0211434291998671
48521,1,500,0,0,1.0420001,-88.758847,1.03995931537518,-89.1507524758467,-0.00204078462481805,0.024325256398356
48522,1,500,0,0,1.0648472,-68.22046,1.06574417199965,-68.6033834060536,0.000896971999646556,0.0333073261914336
48523,1,230,0,0,1.0650308,-68.683729,1.06588084476477,-69.0657855124586,0.000850044764766134,0.0341742197864363
48524,1,100,0,0,1.0615504,-70.448296,1.06230959497318,-70.8275402163774,0.000759194973178667,0.0369865158676248
48525,1,13.8,0,0,1.0632347,-67.609001,1.06408602072516,-67.9926200896424,0.00085132072515659,0.0326116426026175
48526,1,230,0,0,1.0651749,-68.691498,1.06602288004867,-69.0735130505647,0.000847980048672481,0.0342156816803225
48527,1,230,0,0,1.0650308,-68.683729,1.06588084476477,-69.0657855124586,0.000850044764766134,0.0341742197864363
48528,1,500,0,0,1.039,-87.363515,1.03832069839336,-87.7605374095237,-0.000679301606642202,0.0192083227213828
48529,1,230,0,0,1.0394279,-90.992802,1.03848102854706,-91.3970338364141,-0.000946871452938813,0.0119988958308994
48530,1,100,0,0,1.0302777,-100.385289,1.0285906868392,-100.817352378237,-0.00168701316079778,-0.0158326459918214
48531,1,13.8,0,0,1.0822479,-116.668339,1.07964659424947,-117.174725010411,-0.00260130575052786,-0.0901552781661223
48532,1,1,0,0,1.0822479,-116.668339,1.07964659424947,-117.174725010411,-0.00260130575052786,-0.0901552781661223
48533,2,13.8,0,0,1.0664999,-85.689986,1.0665,-86.0864881192021,1.00000000058387e-07,0.0197286130429291
48534,2,18,0,0,1.0649485,-85.944427,1.0649,-86.3408464755627,-4.85000000001179e-05,0.019811256682317
48535,2,13.8,0,0,1.0664999,-85.493979,1.0665,-85.8902728022127,1.00000000058387e-07,0.0199369300322871
48536,1,230,0,0,1.0389207,-91.2113,1.03795917580729,-91.6157525273078,-0.00096152419271367,0.0117782049372295
48537,1,230,0,0,1.0394279,-90.992802,1.03848102854706,-91.3970338364141,-0.000946871452938813,0.0119988958308994
48538,1,100,0,0,1.0358453,-80.279327,1.03135489102615,-80.6307643677585,-0.00449040897384889,0.0647933644865049
48539,1,100,0,0,1.0358322,-80.28028,1.03134182292532,-80.6317275285965,-0.00449037707468025,0.0647832036485738
48540,1,100,0,0,1.0395053,-71.256902,1.03942779660971,-71.6804514767306,-7.75033902862265e-05,-0.00731874448560177
48541,1,100,0,0,1.0394984,-71.259149,1.03942091381522,-71.6827001654542,-7.7486184776987e-05,-0.00732043320921605
48542,1,100,0,0,1.023093,-83.690146,1.02184365572979,-84.0862899972498,-0.0012493442702104,0.0200867349952176
48543,1,100,0,0,1.0230301,-83.693992,1.02178063088811,-84.0901467037734,-0.00124946911189117,0.0200760284716068
48544,1,100,0,0,1.0222749,-103.35247,1.021779371563,-103.777704741869,-0.000495528436996961,-0.00900400962362369
48545,1,13.8,0,0,1.0331277,-102.907386,1.03263235281185,-103.332130911926,-0.000495347188149253,-0.00851417968101487
48546,1,100,0,0,1.0221319,-103.361823,1.02163611712705,-103.787067968126,-0.000495782872951267,-0.00901423588076966
48547,1,100,0,0,1.0404703,-89.848374,1.04039297763686,-90.2603980528639,-7.73223631438391e-05,0.0042066793811415
48548,1,18,0,0,1.0404222,-89.816193,1.04034585749894,-90.2283384310969,-7.63425010583685e-05,0.00408530114813743
48549,1,18,0,0,1.0404222,-89.816193,1.04034585749894,-90.2283384310969,-7.63425010583685e-05,0.00408530114813743
48550,1,1,0,0,1.0404668,-89.846005,1.04038948933966,-90.2580373110017,-7.73106603446649e-05,0.00419842124335901
48551,1,13.8,0,0,1.0404607,-89.840189,1.04038356854668,-90.252243440771,-7.71314533241085e-05,0.00417629147399623
48552,1,13.8,0,0,1.0404607,-89.840189,1.04038356854668,-90.252243440771,-7.71314533241085e-05,0.00417629147399623
48553,1,1,0,0,1.0404751,-89.849762,1.04039762595506,-90.261781039165,-7.74740449418498e-05,0.00421169308006597
48554,2,22,0,0,1.0404703,-89.848374,1.04039297763686,-90.2603980528639,-7.73223631438391e-05,0.0042066793811415
48555,2,18,0,0,1.0404703,-89.848374,1.04039297763686,-90.2603980528639,-7.73223631438391e-05,0.0042066793811415
48556,1,100,0,0,1.0404665,-89.850335,1.04038910512753,-90.2623512734606,-7.73948724688278e-05,0.00421445878441773
48557,1,100,0,0,1.0404703,-89.848374,1.04039297763686,-90.2603980528639,-7.73223631438391e-05,0.0042066793811415
48558,1,100,0,0,1.0210285,-73.997822,1.02132211136439,-74.3731416560713,0.000293611364391211,0.0409110761737423
48559,1,100,0,0,1.0209325,-74.004833,1.02122627969138,-74.3801458525509,0.000293779691379559,0.0409178796941063
48560,1,100,0,0,1.0406125,-70.893116,1.04061563862022,-71.3176979891001,3.13862022172096e-06,-0.00835125685506455
48561,1,20,0,0,1.0090541,-70.809376,1.00906056592804,-71.2339531367311,6.46592803588142e-06,-0.00834640448610457
48562,1,13.8,0,0,1.0090641,-70.836761,1.00906949657535,-71.2613401554807,5.39657534925908e-06,-0.00834842323561702
48563,1,24,0,0,1.0090632,-70.815016,1.00906948402994,-71.2395946685242,6.28402993640975e-06,-0.00834793627917918
48564,2,13.8,0,0,1.0406125,-70.893116,1.04061563862022,-71.3176979891001,3.13862022172096e-06,-0.00835125685506455
48565,1,100,0,0,1.0406059,-70.895894,1.04060891218981,-71.3204743708987,3.01218981046958e-06,-0.00834963865369787
48566,1,100,0,0,1.0406125,-70.893116,1.04061563862022,-71.3176979891001,3.13862022172096e-06,-0.00835125685506455
48567,1,500,0,0,1.0405957,-71.206181,1.04016524191625,-71.5828706261281,-0.000430458083749974,0.0395411061169
48568,1,230,0,0,1.0416933,-73.803063,1.04106234471942,-74.182025662543,-0.000630955280578549,0.0372680697019945
48569,1,100,0,0,1.0393243,-77.575845,1.03803077430652,-77.9580773369997,-0.00129352569348273,0.0339983952453906
48570,1,13.8,0,0,1.0414146,-73.272601,1.04077370818086,-73.6508306868154,-0.000640891819138734,0.0380010454295956
48571,1,13.8,0,0,1.0412959,-73.172257,1.04065313461327,-73.5503473815863,-0.000642765386731581,0.0381403506587361
48572,1,230,0,0,1.0407879,-74.084008,1.04014123058748,-74.4631389181161,-0.00064666941251712,0.0370998141289078
48573,1,500,0,0,1.0434867,-70.934659,1.04307974838992,-71.3114140241735,-0.000406951610075978,0.0394757080715351
48574,1,100,0,0,1.0406617,-70.577492,1.04075812059012,-70.9392444133056,9.64205901152759e-05,0.0544783189394167
48575,1,69,0,0,1.0398075,-70.413544,1.03992526987605,-70.7755444671405,0.000117769876049723,0.0542302651044935
48576,2,13.8,0,0,1.0135,-64.365508,1.0135,-64.7271247329887,0,0.0546139992563326
48577,2,13.8,0,0,1.017,-69.700274,1.017,-70.0618969598223,0,0.0546077724227416
48578,1,13.8,0,0,1.0406519,-70.504183,1.04074698762443,-70.8659359426115,9.5087624432999e-05,0.0544777896335518
48579,2,13.8,0,0,1.0135,-67.686951,1.0135,-68.0761353696759,0,0.0270463625690951
48580,2,13.8,0,0,1.0385,-65.723216,1.0385,-66.1330391335,0,0.00640759874504226
48581,1,100,0,0,1.0406764,-70.584461,1.04077199675949,-70.9461988743117,9.55967594864493e-05,0.0544928579333259
48582,1,100,0,0,1.0406617,-70.577492,1.04075812059012,-70.9392444133056,9.64205901152759e-05,0.0544783189394167
48583,1,100,0,0,1.0189472,-81.268359,1.01582984364603,-81.6434562258773,-0.00311735635397281,0.0411335063677427
48584,1,20,0,0,1.0196025,-81.182273,1.01647844374752,-81.5564267288922,-0.0031240562524788,0.0420770033527873
48585,1,13.2,0,0,1.0195354,-81.190885,1.01641207090064,-81.5651337778817,-0.00312332909936264,0.0419819543633793
48586,1,100,0,0,1.0189334,-81.269566,1.01581608543856,-81.644679301263,-0.00311731456143827,0.0411174309819984
48587,1,100,0,0,1.0189472,-81.268359,1.01582984364603,-81.6434562258773,-0.00311735635397281,0.0411335063677427
48588,1,500,0,0,1.046,-81.095579,1.04572544493341,-81.4905134126789,-0.000274555066589244,0.0212963195661899
48589,1,230,0,0,1.0443178,-81.170455,1.04378532373869,-81.5636897025764,-0.000532476261314585,0.0229960296686897
48590,1,13.8,0,0,1.0431546,-81.222419,1.0424435737048,-81.6144952600273,-0.000711026295199035,0.0241544722177736
48591,1,1,0,0,1.0431546,-81.222419,1.0424435737048,-81.6144952600273,-0.000711026295199035,0.0241544722177736
48592,2,13.8,0,0,1.0611121,-79.591483,1.0611,-79.9862849806307,-1.20999999999594e-05,0.0214287516143798
48593,2,22,0,0,1.0538231,-80.370106,1.0538,-80.764931126857,-2.30999999999426e-05,0.0214056053880682
48594,1,500,0,0,1.0438801,-81.303816,1.04356485573131,-81.6985489073408,-0.000315244268693338,0.021497824904273
48595,1,500,0,0,1.046,-81.095579,1.04572544493341,-81.4905134126789,-0.000274555066589244,0.0212963195661899
48596,1,500,0,0,1.0483968,-86.111547,1.04801140941734,-86.5172673616741,-0.000385390582662737,0.0105103705709411
48597,1,230,0,0,1.0550372,-89.112435,1.05451375850417,-89.5209655602248,-0.000523441495825505,0.00770017202020767
48598,1,500,0,0,1.0471223,-86.061299,1.04674779084515,-86.4670980939541,-0.000374509154846381,0.0104316382909388
48599,1,500,0,0,1.0483968,-86.111547,1.04801140941734,-86.5172673616741,-0.000385390582662737,0.0105103705709411
48600,1,100,0,0,1.018795,-80.4109,1.01749877836159,-80.8025155056481,-0.00129622163841048,0.0246152265969073
48601,1,100,0,0,1.0187634,-80.413353,1.01746709552716,-80.8049760819922,-0.00129630447284446,0.0246076502528325
48602,1,500,0,0,1.044806,-86.102988,1.04447117612635,-86.5089937357997,-0.000334823873644918,0.0102249964453165
48603,1,230,0,0,1.0512622,-87.810472,1.05093920030566,-88.2187077338623,-0.00032299969434213,0.00799499838274187
48604,1,500,0,0,1.0461288,-85.941484,1.04579303748964,-86.3472462586264,-0.000335762510357274,0.0104684736186158
48605,1,500,0,0,1.044806,-86.102988,1.04447117612635,-86.5089937357997,-0.000334823873644918,0.0102249964453165
48606,1,100,0,0,1.0354948,-93.555361,1.03337411364182,-93.9741158713045,-0.00212068635817841,-0.00252413905941751
48607,1,100,0,0,1.0347532,-93.604085,1.03263104387781,-94.023009787659,-0.00212215612219313,-0.00269405541394008
48608,1,500,0,0,1.0448298,-66.970582,1.04474341179052,-67.3462859574139,-8.63882094765955e-05,0.0405267748311644
48609,1,230,0,0,1.0493044,-68.387974,1.04925797037153,-68.7634511999225,-4.64296284741206e-05,0.0407535323225545
48610,1,500,0,0,1.0442037,-66.950919,1.04411433392822,-67.3266238324708,-8.9366071775121e-05,0.0405258997742095
48611,1,500,0,0,1.0448298,-66.970582,1.04474341179052,-67.3462859574139,-8.63882094765955e-05,0.0405267748311644
48612,1,230,0,0,1.0654722,-66.416102,1.06687109244913,-66.8044653599821,0.00139889244912639,0.0278673722629605
48613,2,13.8,0,0,1.0654722,-66.416102,1.06687109244913,-66.8044653599821,0.00139889244912639,0.0278673722629605
48614,2,13.8,0,0,1.0654722,-66.416102,1.06687109244913,-66.8044653599821,0.00139889244912639,0.0278673722629605
48615,1,1,0,0,1.0654722,-66.416102,1.06687109244913,-66.8044653599821,0.00139889244912639,0.0278673722629605
48616,2,13.8,0,0,1.0654722,-66.416102,1.06687109244913,-66.8044653599821,0.00139889244912639,0.0278673722629605
48617,2,13.8,0,0,1.0654722,-66.416102,1.06687109244913,-66.8044653599821,0.00139889244912639,0.0278673722629605
48618,2,20,0,0,1.0654722,-66.416102,1.06687109244913,-66.8044653599821,0.00139889244912639,0.0278673722629605
48619,1,230,0,0,1.0654722,-66.416102,1.06687109244913,-66.8044653599821,0.00139889244912639,0.0278673722629605
48620,1,230,0,0,1.0654722,-66.416102,1.06687109244913,-66.8044653599821,0.00139889244912639,0.0278673722629605
48621,1,500,0,0,1.044,-83.783369,1.04390110868649,-84.1921535216722,-9.88913135122615e-05,0.00744621057283723
48622,1,230,0,0,1.0441108,-86.210544,1.04395646752881,-86.6204647499956,-0.000154332471192786,0.00630998224941948
48623,2,24,0,0,1.0563661,-82.234102,1.0564,-82.6428814735436,3.39000000002532e-05,0.0074512587014226
48624,2,13.8,0,0,1.0536271,-82.983994,1.0536,-83.3926919386083,-2.70999999998356e-05,0.00753279363678416
48625,1,500,0,0,1.0435887,-83.830049,1.04347518844839,-84.2386379798274,-0.000113511551614431,0.00764175241764065
48626,1,500,0,0,1.044,-83.783369,1.04390110868649,-84.1921535216722,-9.88913135122615e-05,0.00744621057283723
48627,1,100,0,0,1.0186605,-80.401149,1.01736694909143,-80.7927596319862,-0.00129355090856675,0.0246201002588862
48628,1,13.8,0,0,1.0129294,-80.321386,1.01165072224974,-80.7127948059236,-0.00127867775026203,0.0248219263214224
48629,1,13.8,0,0,1.0125887,-80.367223,1.01130616695565,-80.7587479878412,-0.00128253304435288,0.0247057444038319
48630,1,18,0,0,1.0130552,-80.306426,1.01177780991164,-80.6977994170384,-0.00127739008835737,0.0248573152066456
48631,2,13.8,0,0,1.0186605,-80.401149,1.01736694909143,-80.7927596319862,-0.00129355090856675,0.0246201002588862
48632,1,100,0,0,1.0186378,-80.402904,1.01734412419192,-80.7945169081457,-0.00129367580808371,0.02461782409938
48633,1,100,0,0,1.0186605,-80.401149,1.01736694909143,-80.7927596319862,-0.00129355090856675,0.0246201002588862
48634,1,100,0,0,1.0295237,-75.468584,1.02884162449349,-75.8467893828229,-0.000682075506514224,0.0380253494221279
48635,2,13.8,0,0,1.0295237,-75.468584,1.02884162449349,-75.8467893828229,-0.000682075506514224,0.0380253494221279
48636,2,13.8,0,0,1.0295237,-75.468584,1.02884162449349,-75.8467893828229,-0.000682075506514224,0.0380253494221279
48637,1,1,0,0,1.0295237,-75.468584,1.02884162449349,-75.8467893828229,-0.000682075506514224,0.0380253494221279
48638,1,100,0,0,1.0295237,-75.468584,1.02884162449349,-75.8467893828229,-0.000682075506514224,0.0380253494221279
48639,1,500,0,0,1.0434079,-70.630008,1.04328745146749,-71.0137637970768,-0.000120448532512807,0.0324749351681959
48640,1,230,0,0,1.0451507,-73.540358,1.04490350049205,-73.9296680531073,-0.000247199507953377,0.0269206791377314
48641,1,100,0,0,1.0429452,-75.169186,1.04281350293109,-75.5628227423617,-0.000131697068907144,0.0225939898833332
48642,2,18,0,0,1.048,-69.929128,1.048,-70.3128859963548,0,0.0324727358902805
48643,2,13.8,0,0,1.048,-69.893442,1.048,-70.2771847471002,0,0.0324879851448259
48644,1,13.8,0,0,1.0476454,-70.183973,1.0475246956957,-70.5676282575401,-0.000120704304304331,0.0325754747049132
48645,1,230,0,0,1.0442543,-73.677298,1.04399702277318,-74.0667609093786,-0.000257277226815678,0.0267678228664039
48646,1,230,0,0,1.0451507,-73.540358,1.04490350049205,-73.9296680531073,-0.000247199507953377,0.0269206791377314
48647,1,100,0,0,1.0227954,-77.235134,1.02218897426699,-77.6145538076713,-0.000606425733014282,0.0368109245737713
48648,1,13.8,0,0,1.0233901,-77.169371,1.0227848152834,-77.5487049939733,-0.00060528471660426,0.0368967382716932
48649,1,100,0,0,1.022782,-77.236024,1.02217553762194,-77.6154448674628,-0.000606462378063055,0.0368098647822279
48650,1,100,0,0,1.0227954,-77.235134,1.02218897426699,-77.6145538076713,-0.000606425733014282,0.0368109245737713
48651,1,100,0,0,1.018401,-80.492282,1.01709707863561,-80.8840985222273,-0.00130392136438884,0.02441421001771
48652,1,20,0,0,1.018723,-80.449377,1.01742220635615,-80.8410827914026,-0.00130079364384827,0.0245249408424826
48653,1,13.8,0,0,1.0187835,-80.441423,1.0174833014679,-80.8331081657091,-0.00130019853210483,0.0245455665359486
48654,1,18,0,0,1.0190149,-80.410196,1.01771700399498,-80.8017999901465,-0.00129789600502206,0.0246267420984907
48655,1,13.8,0,0,1.0190091,-80.411817,1.01771111600194,-80.8034256058375,-0.00129798399806469,0.0246221264075359
48656,1,100,0,0,1.0183748,-80.494394,1.01707077972048,-80.8862146962887,-0.00130402027952004,0.0244100359563362
48657,1,100,0,0,1.018401,-80.492282,1.01709707863561,-80.8840985222273,-0.00130392136438884,0.02441421001771
48658,1,100,0,0,1.0264639,-102.783689,1.02595222518545,-103.208651306724,-0.00051167481455261,-0.00873157447932726
48659,1,100,0,0,1.0264429,-102.785181,1.02593125087323,-103.210145054149,-0.000511649126774039,-0.00873332190374754
48660,1,100,0,0,1.0111596,-95.611883,1.00368526994371,-95.9811717849321,-0.00747433005629339,0.0469419473129165
48661,1,100,0,0,1.0110333,-95.619721,1.00365858025039,-95.9907063566597,-0.00737471974960946,0.0452453755853668
48662,1,500,0,0,1.0447312,-88.90289,1.04433944518666,-89.3123421514853,-0.000391754813339418,0.00677858075977156
48663,2,230,0,0,1.0418269,-92.860819,1.04132968328957,-93.2742744406965,-0.00049721671042513,0.00277529154851663
48664,1,500,0,0,1.0440907,-88.80406,1.04370540267503,-89.2134714307718,-0.000385297324967615,0.00681930147325716
48665,1,500,0,0,1.0447312,-88.90289,1.04433944518666,-89.3123421514853,-0.000391754813339418,0.00677858075977156
48666,1,500,0,0,1.046,-72.458991,1.04580735188753,-72.8393224765042,-0.00019264811246944,0.0358992557408016
48667,1,230,0,0,1.0484242,-73.092536,1.04818682936504,-73.472612019075,-0.000237370634960321,0.0361547131700348
48668,1,161,0,0,1.0427236,-71.168192,1.04267549797922,-71.5450689457003,-4.8102020779206e-05,0.0393537865447655
48669,1,13.8,0,0,1.0442241,-71.717364,1.0441216391675,-72.0950802016141,-0.000102460832498652,0.0385145306309767
48670,1,1,0,0,1.0442241,-71.717364,1.0441216391675,-72.0950802016141,-0.000102460832498652,0.0385145306309767
48671,2,22,0,0,1.051,-71.11289,1.051,-71.4931554267317,0,0.0359653055133009
48672,2,18,0,0,1.050542,-71.533661,1.0505,-71.9139258313223,-4.20000000000975e-05,0.0359659009226903
48673,1,230,0,0,1.0479416,-73.164985,1.04769769296763,-73.54501907175,-0.000243907032374091,0.0361966604949941
48674,1,500,0,0,1.0464916,-72.554034,1.04628111065859,-72.934255645773,-0.000210489341408993,0.0360090864720632
48675,1,100,0,0,1.0307385,-89.404603,1.0303541072323,-89.8146377131369,-0.000384392767695196,0.00619601910810275
48676,1,13.2,0,0,1.0189601,-89.278528,1.018580636345,-89.6884503221166,-0.00037946365499919,0.00630841012848293
48677,2,13.8,0,0,1.0307385,-89.404603,1.0303541072323,-89.8146377131369,-0.000384392767695196,0.00619601910810275
48678,1,100,0,0,1.0307164,-89.406378,1.03033199777879,-89.8164146730141,-0.00038440222121161,0.00619405923093552
48679,1,100,0,0,1.0307385,-89.404603,1.0303541072323,-89.8146377131369,-0.000384392767695196,0.00619601910810275
48680,1,100,0,0,0.9893176,-99.955158,0.989022980497587,-100.371041431556,-0.000294619502412719,0.0003473006887873
48681,1,100,0,0,0.9891189,-99.968416,0.988824333656958,-100.384306368226,-0.000294566343042146,0.000340364018811101
48682,1,230,0,0,1.0401111,-91.693551,1.03916829234608,-92.0995900100513,-0.000942807653919742,0.0101917221937242
48683,2,13.8,0,0,1.0495,-89.02308,1.0495,-89.4278456852658,0,0.011465046979211
48684,2,18,0,0,1.0495,-89.172319,1.0495,-89.5771758980006,0,0.011373834244452
48685,1,230,0,0,1.0397489,-91.793806,1.03877007786598,-92.1996135179928,-0.00097882213401923,0.0104232142522704
48686,1,230,0,0,1.0401111,-91.693551,1.03916829234608,-92.0995900100513,-0.000942807653919742,0.0101917221937242
48687,1,500,0,0,1.0455188,-69.764089,1.04525033534551,-70.1405831052403,-0.000268464654492373,0.0397366270047854
48688,1,230,0,0,1.0471239,-70.712661,1.04678028265735,-71.0897553127287,-0.000343617342647651,0.0391364195163533
48689,1,13.8,0,0,1.0497389,-71.985786,1.04929388049449,-72.3639703771518,-0.000445019505513455,0.0380463550932291
48690,1,1,0,0,1.0497389,-71.985786,1.04929388049449,-72.3639703771518,-0.000445019505513455,0.0380463550932291
48691,1,500,0,0,1.0453704,-69.618915,1.04511627101108,-69.9954734056332,-0.000254128988921076,0.0396723266118784
48692,1,500,0,0,1.0455188,-69.764089,1.04525033534551,-70.1405831052403,-0.000268464654492373,0.0397366270047854
48693,1,100,0,0,1.0322366,-70.558355,1.03279673569747,-70.9363496151662,0.000560135697469155,0.038236117078867
48694,2,20,0,0,1.0322366,-70.558355,1.03279673569747,-70.9363496151662,0.000560135697469155,0.038236117078867
48695,2,13.8,0,0,1.0322366,-70.558355,1.03279673569747,-70.9363496151662,0.000560135697469155,0.038236117078867
48696,2,18,0,0,1.0322366,-70.558355,1.03279673569747,-70.9363496151662,0.000560135697469155,0.038236117078867
48697,1,100,0,0,1.0322366,-70.558355,1.03279673569747,-70.9363496151662,0.000560135697469155,0.038236117078867
48698,1,100,0,0,1.0322366,-70.558355,1.03279673569747,-70.9363496151662,0.000560135697469155,0.038236117078867
48699,1,100,0,0,1.0372871,-74.513833,1.03763345201146,-74.8884011980902,0.000346352011455719,0.0416625341548382
48700,1,13.8,0,0,1.01895,-74.41419,1.01929448783493,-74.7888213867187,0.000344487834929685,0.0415993455263219
48701,1,13.8,0,0,1.018735,-74.441625,1.0190729587991,-74.8162280664304,0.000337958799097704,0.0416276658146728
48702,1,18,0,0,1.0188985,-74.420189,1.01922303803995,-74.7947762835343,0.00032453803995347,0.0416434487107438
48703,1,100,0,0,1.0372701,-74.515261,1.0376166007273,-74.8898298644113,0.000346500727296029,0.041661867833696
48704,1,100,0,0,1.0372871,-74.513833,1.03763345201146,-74.8884011980902,0.000346352011455719,0.0416625341548382
48705,1,100,0,0,1.0390879,-103.993423,1.03882181775687,-104.425552663628,-0.000266082243133514,-0.0158989313825231
48706,2,18,0,0,1.0405,-102.228935,1.0405,-102.661064252482,0,-0.0158985202373572
48707,1,100,0,0,1.0385159,-104.041204,1.03824256202111,-104.473283372908,-0.000273337978888843,-0.0158486406631226
48708,1,100,0,0,1.0450532,-71.247088,1.04541356868841,-71.6251079301959,0.000360368688410828,0.0382108020491216
48709,1,13.8,0,0,1.0320291,-70.822136,1.03238703342758,-71.2006373757353,0.000357933427584278,0.0377293565097006
48710,1,18,0,0,1.0320234,-70.834984,1.03238132451908,-71.213467140034,0.000357924519076347,0.0377475922110904
48711,1,100,0,0,1.0450044,-71.268402,1.04536469273644,-71.6464053640579,0.000360292736443002,0.0382273681871368
48712,1,100,0,0,1.0450532,-71.247088,1.04541356868841,-71.6251079301959,0.000360368688410828,0.0382108020491216
48713,1,500,0,0,1.0523746,-67.479573,1.05279339623631,-67.8588817226637,0.000418796236314467,0.0369220095813745
48714,1,230,0,0,1.051939,-68.401961,1.05238771594336,-68.7805658424149,0.000448715943364153,0.0376258898301671
48715,1,100,0,0,1.043109,-72.01808,1.04340578039291,-72.394054662541,0.000296780392906815,0.0402560697040286
48716,1,500,0,0,1.0535835,-67.434575,1.05400125688659,-67.8139128356,0.000417756886585963,0.0368928966450568
48717,1,500,0,0,1.0523746,-67.479573,1.05279339623631,-67.8588817226637,0.000418796236314467,0.0369220095813745
48718,1,500,0,0,1.0380932,-82.494323,1.03776983769984,-82.892212728058,-0.000323362300157504,0.018341004187036
48719,1,230,0,0,1.0395836,-83.379231,1.03901065018291,-83.7780599149851,-0.000572949817086776,0.0174018172599517
48720,1,100,0,0,1.0323233,-86.754813,1.03152369268736,-87.1597337537561,-0.000799607312638395,0.0113099784889528
48721,1,18,0,0,1.0282656,-91.494883,1.02717001754168,-91.9107545158973,-0.00109558245832231,0.000359216347789015
48722,1,1,0,0,1.0282656,-91.494883,1.02717001754168,-91.9107545158973,-0.00109558245832231,0.000359216347789015
